ID,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmp6,Childhome,HouseholdType,HouseholdSize,TotalSpending,TotalAcceptedCmp,log_MntWines,log_MntFruits,log_MntMeatProducts,log_MntFishProducts,log_MntSweetProducts,log_MntGoldProds,IncomeLevel,SpendingLevel
4339,Couple,67353.0,0,1,31-12-2013,37,702,17,151,0,8,35,5,0,0,0,0,0,0,1,Couple_WithChild,Small Family,913,0,6.56,2.89,5.02,0.0,2.2,3.58,Upper-Middle,Lower-Middle Spending
10755,Couple,23718.0,1,0,2013-02-09 00:00:00,76,6,3,14,15,7,36,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,81,0,1.95,1.39,2.71,2.77,2.08,3.61,Low Income,Low Spending
8595,Single,42429.0,0,1,2014-11-02 00:00:00,99,55,0,6,2,0,4,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,67,0,4.03,0.0,1.95,1.1,0.0,1.61,Lower-Middle,Low Spending
2968,Single,48948.0,0,0,2013-01-02 00:00:00,53,437,8,206,160,49,42,2,1,0,0,0,0,1,0,Single_NoChild,No Children,902,2,6.08,2.2,5.33,5.08,3.91,3.76,Lower-Middle,Lower-Middle Spending
8601,Couple,80011.0,0,1,29-04-2013,3,421,76,536,82,178,102,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1395,0,6.05,4.34,6.29,4.42,5.19,4.63,Upper-Middle,Upper-Middle Spending
503,Couple,20559.0,1,0,2013-12-03 00:00:00,88,13,1,29,3,0,7,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,53,0,2.64,0.69,3.4,1.39,0.0,2.08,Low Income,Low Spending
8430,Couple,21994.0,0,1,24-12-2012,4,9,0,6,3,1,3,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,22,0,2.3,0.0,1.95,1.39,0.69,1.39,Low Income,Low Spending
2139,Couple,7500.0,1,0,2013-02-10 00:00:00,19,3,1,10,3,2,12,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,31,0,1.39,0.69,2.4,1.39,1.1,2.56,Low Income,Low Spending
1371,Single,79941.0,0,0,28-06-2014,72,123,164,266,227,30,174,1,0,0,0,0,0,0,0,Single_NoChild,No Children,984,0,4.82,5.11,5.59,5.43,3.43,5.16,Upper-Middle,Lower-Middle Spending
9909,Couple,7500.0,0,0,2012-09-11 00:00:00,24,3,18,14,15,22,50,3,0,0,0,0,0,1,0,Couple_NoChild,No Children,122,1,1.39,2.94,2.71,2.77,3.14,3.93,Low Income,Low Spending
7286,Couple,41728.0,1,0,24-05-2013,92,13,6,15,3,5,13,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,55,0,2.64,1.95,2.77,1.39,1.79,2.64,Lower-Middle,Low Spending
6566,Couple,72550.0,1,1,2012-08-11 00:00:00,39,826,50,317,50,38,38,9,0,0,0,0,0,0,2,Couple_WithChild,Small Family,1319,0,6.72,3.93,5.76,3.93,3.66,3.66,Upper-Middle,Upper-Middle Spending
8614,Single,65486.0,0,1,2014-12-05 00:00:00,29,245,19,125,37,67,14,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,507,0,5.51,3.0,4.84,3.64,4.22,2.71,Upper-Middle,Low Spending
4114,Couple,79143.0,0,0,2012-11-08 00:00:00,2,650,37,780,27,167,32,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1693,0,6.48,3.64,6.66,3.33,5.12,3.5,Upper-Middle,Upper-Middle Spending
1331,Single,35790.0,1,0,2013-02-01 00:00:00,54,12,6,20,30,1,3,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,72,0,2.56,1.95,3.04,3.43,0.69,1.39,Lower-Middle,Low Spending
2225,Single,82582.0,0,0,2014-07-06 00:00:00,54,510,120,550,156,40,241,1,1,0,0,1,0,1,0,Single_NoChild,No Children,1617,3,6.24,4.8,6.31,5.06,3.71,5.49,Upper-Middle,Upper-Middle Spending
9381,Couple,66373.0,1,1,2013-12-06 00:00:00,57,328,9,124,12,24,109,7,0,0,0,0,0,0,2,Couple_WithChild,Small Family,606,0,5.8,2.3,4.83,2.56,3.22,4.7,Upper-Middle,Low Spending
6260,Couple,82384.0,0,0,19-11-2012,55,984,51,432,180,120,190,1,0,0,1,0,0,1,0,Couple_NoChild,No Children,1957,2,6.89,3.95,6.07,5.2,4.8,5.25,Upper-Middle,High Spending
10383,Single,70287.0,0,0,2013-02-04 00:00:00,30,295,35,482,121,120,40,1,0,0,0,0,0,1,0,Single_NoChild,No Children,1093,1,5.69,3.58,6.18,4.8,4.8,3.71,Upper-Middle,Lower-Middle Spending
7437,Single,27938.0,1,0,28-04-2014,31,13,0,8,2,1,5,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,29,0,2.64,0.0,2.2,1.1,0.69,1.79,Low Income,Low Spending
8375,Couple,55954.0,0,1,2014-03-03 00:00:00,63,447,0,28,0,0,43,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,518,0,6.1,0.0,3.37,0.0,0.0,3.78,Lower-Middle,Low Spending
6853,Single,75777.0,0,0,2013-04-07 00:00:00,12,712,26,538,69,13,80,1,0,1,1,0,0,1,0,Single_NoChild,No Children,1438,3,6.57,3.3,6.29,4.25,2.64,4.39,Upper-Middle,Upper-Middle Spending
3076,Couple,66653.0,1,1,2012-07-09 00:00:00,18,452,18,102,16,18,6,4,0,0,0,0,0,0,2,Couple_WithChild,Small Family,612,0,6.12,2.94,4.63,2.83,2.94,1.95,Upper-Middle,Low Spending
1012,Single,61823.0,0,1,18-02-2013,26,523,7,134,37,14,169,4,0,0,0,0,0,0,1,Single_WithChild,Small Family,884,0,6.26,2.08,4.91,3.64,2.71,5.14,Upper-Middle,Lower-Middle Spending
6518,Single,67680.0,0,1,2013-11-06 00:00:00,8,546,0,48,0,6,6,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,606,0,6.3,0.0,3.89,0.0,1.95,1.95,Upper-Middle,Low Spending
4137,Couple,70666.0,0,0,2013-06-12 00:00:00,29,398,40,367,119,122,30,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1076,0,5.99,3.71,5.91,4.79,4.81,3.43,Upper-Middle,Lower-Middle Spending
8082,Couple,25721.0,1,0,21-05-2013,75,1,3,6,3,6,15,1,0,0,0,0,0,1,1,Couple_WithChild,Small Family,34,1,0.69,1.39,1.95,1.39,1.95,2.77,Low Income,Low Spending
1386,Couple,32474.0,1,1,2014-11-05 00:00:00,0,10,0,1,0,0,0,1,0,0,0,0,0,0,2,Couple_WithChild,Small Family,11,0,2.4,0.0,0.69,0.0,0.0,0.0,Lower-Middle,Low Spending
9369,Single,88194.0,0,1,19-03-2014,19,688,14,309,201,24,38,1,1,0,0,1,0,1,1,Single_WithChild,Small Family,1274,3,6.54,2.71,5.74,5.31,3.22,3.66,Upper-Middle,Upper-Middle Spending
4477,Couple,69096.0,0,1,27-09-2013,4,247,49,159,7,82,109,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,653,0,5.51,3.91,5.08,2.08,4.42,4.7,Upper-Middle,Lower-Middle Spending
1357,Couple,74854.0,1,2,2013-08-04 00:00:00,90,856,59,487,58,29,73,7,0,0,0,0,0,0,3,Couple_WithChild,Large Family,1562,0,6.75,4.09,6.19,4.08,3.4,4.3,Upper-Middle,Upper-Middle Spending
1402,Couple,66991.0,0,0,2012-11-09 00:00:00,1,496,36,460,189,60,12,3,0,0,0,0,0,0,0,Couple_NoChild,No Children,1253,0,6.21,3.61,6.13,5.25,4.11,2.56,Upper-Middle,Lower-Middle Spending
6312,Couple,65031.0,0,1,17-03-2013,29,258,107,291,84,37,86,4,0,0,0,0,0,0,1,Couple_WithChild,Small Family,863,0,5.56,4.68,5.68,4.44,3.64,4.47,Upper-Middle,Lower-Middle Spending
8132,Couple,60631.0,1,1,2013-05-04 00:00:00,88,565,6,65,0,6,19,5,0,1,0,0,0,0,2,Couple_WithChild,Small Family,661,1,6.34,1.95,4.19,0.0,1.95,3.0,Upper-Middle,Lower-Middle Spending
1050,Couple,28332.0,0,0,30-04-2014,58,14,10,13,4,15,9,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,65,0,2.71,2.4,2.64,1.61,2.77,2.3,Low Income,Low Spending
5846,Single,40246.0,1,0,19-12-2012,68,2,1,6,2,1,1,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,13,0,1.1,0.69,1.95,1.1,0.69,0.69,Lower-Middle,Low Spending
1859,Couple,75251.0,0,0,27-08-2012,34,721,111,925,97,18,18,1,0,0,0,0,0,1,0,Couple_NoChild,No Children,1890,1,6.58,4.72,6.83,4.58,2.94,2.94,Upper-Middle,Upper-Middle Spending
7503,Single,75825.0,0,0,2012-12-10 00:00:00,40,1032,105,779,137,105,51,0,1,0,0,0,0,1,0,Single_NoChild,No Children,2209,2,6.94,4.66,6.66,4.93,4.66,3.95,Upper-Middle,High Spending
10401,Couple,26326.0,0,0,2013-04-09 00:00:00,12,1,0,5,0,3,9,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,18,0,0.69,0.0,1.79,0.0,1.39,2.3,Low Income,Low Spending
1618,Couple,56046.0,0,0,2013-02-01 00:00:00,9,577,0,64,0,0,51,2,1,0,0,0,0,1,0,Couple_NoChild,No Children,692,2,6.36,0.0,4.17,0.0,0.0,3.95,Lower-Middle,Lower-Middle Spending
3332,Single,29760.0,1,0,29-08-2012,87,64,4,68,7,5,17,4,0,0,0,0,0,0,1,Single_WithChild,Small Family,165,0,4.17,1.61,4.23,2.08,1.79,2.89,Low Income,Low Spending
2261,Couple,26304.0,1,0,23-06-2013,5,4,1,5,2,0,4,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,16,0,1.61,0.69,1.79,1.1,0.0,1.61,Low Income,Low Spending
5346,Couple,23559.0,1,0,2013-03-07 00:00:00,87,25,5,19,7,0,23,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,79,0,3.26,1.79,3.0,2.08,0.0,3.18,Low Income,Low Spending
4119,Couple,38620.0,0,0,2013-11-05 00:00:00,56,112,17,44,34,22,89,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,318,0,4.73,2.89,3.81,3.56,3.14,4.5,Lower-Middle,Low Spending
535,Single,81361.0,0,0,25-02-2014,18,163,23,424,27,65,76,1,0,0,0,0,0,0,0,Single_NoChild,No Children,778,0,5.1,3.18,6.05,3.33,4.19,4.34,Upper-Middle,Lower-Middle Spending
5268,Couple,29440.0,1,1,2013-11-08 00:00:00,95,17,8,14,10,4,3,2,0,0,0,0,0,0,2,Couple_WithChild,Small Family,56,0,2.89,2.2,2.71,2.4,1.61,1.39,Low Income,Low Spending
273,Couple,36138.0,1,1,16-07-2013,48,130,0,16,0,0,5,5,0,1,0,0,0,0,2,Couple_WithChild,Small Family,151,1,4.88,0.0,2.83,0.0,0.0,1.79,Lower-Middle,Low Spending
4452,Single,50388.0,0,1,28-05-2014,3,292,6,37,0,3,34,4,0,1,0,1,0,1,1,Single_WithChild,Small Family,372,3,5.68,1.95,3.64,0.0,1.39,3.56,Lower-Middle,Low Spending
8504,Couple,79593.0,0,0,2014-12-05 00:00:00,70,350,60,568,110,133,145,1,0,0,1,0,0,0,0,Couple_NoChild,No Children,1366,1,5.86,4.11,6.34,4.71,4.9,4.98,Upper-Middle,Upper-Middle Spending
771,Couple,54178.0,0,1,21-01-2014,79,135,9,39,4,0,7,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,194,0,4.91,2.3,3.69,1.61,0.0,2.08,Lower-Middle,Low Spending
11178,Single,42394.0,1,0,23-03-2014,69,15,2,10,0,1,4,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,32,0,2.77,1.1,2.4,0.0,0.69,1.61,Lower-Middle,Low Spending
2230,Couple,23626.0,1,0,24-05-2014,84,27,2,14,0,0,0,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,43,0,3.33,1.1,2.71,0.0,0.0,0.0,Low Income,Low Spending
7516,Couple,30096.0,1,0,22-05-2014,30,5,3,11,12,5,9,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,45,0,1.79,1.39,2.48,2.56,1.79,2.3,Lower-Middle,Low Spending
7247,Single,47916.0,0,1,22-11-2012,72,505,0,26,0,0,75,5,0,1,0,0,0,0,1,Single_WithChild,Small Family,606,1,6.23,0.0,3.3,0.0,0.0,4.33,Lower-Middle,Low Spending
11100,Single,51813.0,1,1,2013-11-04 00:00:00,37,51,2,7,0,1,2,2,0,0,0,0,0,0,2,Single_WithChild,Small Family,63,0,3.95,1.1,2.08,0.0,0.69,1.1,Lower-Middle,Low Spending
4646,Couple,78497.0,0,0,2013-01-12 00:00:00,44,207,26,447,75,0,223,1,0,0,0,1,0,0,0,Couple_NoChild,No Children,978,1,5.34,3.3,6.1,4.33,0.0,5.41,Upper-Middle,Lower-Middle Spending
3037,Couple,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,0,0,0,0,0,0,0,Couple_NoChild,No Children,410,0,4.91,3.85,4.53,4.19,4.13,2.48,Lower-Middle,Low Spending
1473,Single,47823.0,0,1,23-07-2013,0,53,1,5,2,1,10,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,72,0,3.99,0.69,1.79,1.1,0.69,2.4,Lower-Middle,Low Spending
1016,Single,34554.0,0,1,30-03-2014,43,41,1,6,2,0,5,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,55,0,3.74,0.69,1.95,1.1,0.0,1.79,Lower-Middle,Low Spending
4518,Couple,85693.0,0,1,20-04-2013,59,386,172,183,185,132,111,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1169,0,5.96,5.15,5.21,5.23,4.89,4.72,Upper-Middle,Lower-Middle Spending
9370,Couple,65846.0,0,0,17-05-2013,68,562,81,276,80,40,81,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1120,0,6.33,4.41,5.62,4.39,3.71,4.41,Upper-Middle,Lower-Middle Spending
8908,Couple,87195.0,0,0,2014-08-05 00:00:00,35,217,76,690,50,26,38,1,0,0,0,0,0,1,0,Couple_NoChild,No Children,1097,1,5.38,4.34,6.54,3.93,3.3,3.66,Upper-Middle,Lower-Middle Spending
8373,Couple,24594.0,1,0,2013-10-12 00:00:00,94,1,3,6,10,0,9,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,29,0,0.69,1.39,1.95,2.4,0.0,2.3,Low Income,Low Spending
7533,Couple,49096.0,1,1,24-09-2013,15,144,1,32,2,1,7,4,0,0,0,0,0,0,2,Couple_WithChild,Small Family,187,0,4.98,0.69,3.5,1.1,0.69,2.08,Lower-Middle,Low Spending
2683,Couple,52413.0,0,2,2013-02-02 00:00:00,56,295,106,271,75,98,65,4,0,0,0,0,0,0,2,Couple_WithChild,Small Family,910,0,5.69,4.67,5.61,4.33,4.6,4.19,Lower-Middle,Lower-Middle Spending
3629,Single,38557.0,1,0,19-12-2012,17,76,3,31,4,4,27,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,145,0,4.34,1.39,3.47,1.61,1.61,3.33,Lower-Middle,Low Spending
10991,Couple,89058.0,0,0,2012-07-12 00:00:00,18,454,194,106,31,22,43,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,850,0,6.12,5.27,4.67,3.47,3.14,3.78,Upper-Middle,Lower-Middle Spending
5077,Couple,77298.0,0,1,2013-02-11 00:00:00,46,425,115,292,23,35,79,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,969,0,6.05,4.75,5.68,3.18,3.58,4.38,Upper-Middle,Lower-Middle Spending
7431,Single,68126.0,0,0,2012-10-11 00:00:00,40,1332,17,311,23,51,86,1,0,1,0,0,0,1,0,Single_NoChild,No Children,1820,2,7.2,2.89,5.74,3.18,3.95,4.47,Upper-Middle,Upper-Middle Spending
3267,Couple,57288.0,0,1,25-06-2014,27,527,0,21,0,0,60,3,0,1,0,0,0,0,1,Couple_WithChild,Small Family,608,1,6.27,0.0,3.09,0.0,0.0,4.11,Lower-Middle,Low Spending
999,Single,86037.0,0,0,2013-02-01 00:00:00,95,490,44,125,29,20,22,1,0,1,1,0,0,1,0,Single_NoChild,No Children,730,3,6.2,3.81,4.84,3.4,3.04,3.14,Upper-Middle,Lower-Middle Spending
9215,Couple,43974.0,1,0,2012-12-12 00:00:00,19,378,0,101,0,0,72,5,0,0,0,0,0,0,1,Couple_WithChild,Small Family,551,0,5.94,0.0,4.62,0.0,0.0,4.29,Lower-Middle,Low Spending
2286,Single,50785.0,1,1,2013-10-09 00:00:00,27,64,1,21,0,1,27,2,0,0,0,0,0,0,2,Single_WithChild,Small Family,114,0,4.17,0.69,3.09,0.0,0.69,3.33,Lower-Middle,Low Spending
1592,Couple,90765.0,0,0,24-01-2014,25,547,99,812,151,82,33,0,0,0,1,1,0,0,0,Couple_NoChild,No Children,1724,2,6.31,4.61,6.7,5.02,4.42,3.53,High Income,Upper-Middle Spending
367,Couple,36550.0,1,0,19-02-2013,74,47,90,94,123,103,120,5,0,0,0,0,0,0,1,Couple_WithChild,Small Family,577,0,3.87,4.51,4.55,4.82,4.64,4.8,Lower-Middle,Low Spending
5234,Couple,30753.0,1,1,2013-11-07 00:00:00,85,12,5,25,0,9,30,2,0,0,0,0,0,0,2,Couple_WithChild,Small Family,81,0,2.56,1.79,3.26,0.0,2.3,3.43,Lower-Middle,Low Spending
9862,Couple,21918.0,1,0,14-11-2013,37,1,6,7,11,5,3,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,33,0,0.69,1.95,2.08,2.48,1.79,1.39,Low Income,Low Spending
9805,Couple,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,0,0,0,0,0,0,1,Couple_WithChild,Small Family,660,0,5.77,3.89,4.9,3.69,4.29,3.89,Lower-Middle,Lower-Middle Spending
6205,Single,32557.0,1,0,24-02-2014,13,34,3,29,0,4,10,3,0,0,0,0,0,1,1,Single_WithChild,Small Family,80,1,3.56,1.39,3.4,0.0,1.61,2.4,Lower-Middle,Low Spending
8442,Couple,19510.0,2,0,2013-04-09 00:00:00,63,9,0,7,3,4,7,2,0,0,0,0,0,0,2,Couple_WithChild,Small Family,30,0,2.3,0.0,2.08,1.39,1.61,2.08,Low Income,Low Spending
7386,Single,30992.0,1,0,22-04-2013,83,17,0,14,7,3,2,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,43,0,2.89,0.0,2.71,2.08,1.39,1.1,Lower-Middle,Low Spending
7215,Single,101970.0,0,0,2013-12-03 00:00:00,69,722,27,102,44,72,168,0,0,1,1,1,0,1,0,Single_NoChild,No Children,1135,4,6.58,3.33,4.63,3.81,4.29,5.13,High Income,Lower-Middle Spending
1491,Couple,71488.0,0,0,18-02-2013,87,162,33,124,40,28,172,2,0,0,0,0,0,0,0,Couple_NoChild,No Children,559,0,5.09,3.53,4.83,3.71,3.37,5.15,Upper-Middle,Low Spending
11071,Single,79607.0,0,0,21-04-2013,37,450,133,951,173,0,216,1,0,0,0,0,0,1,0,Single_NoChild,No Children,1923,1,6.11,4.9,6.86,5.16,0.0,5.38,Upper-Middle,High Spending
3381,Couple,54348.0,1,1,2014-08-06 00:00:00,51,70,0,16,0,0,4,2,0,0,0,0,0,0,2,Couple_WithChild,Small Family,90,0,4.26,0.0,2.83,0.0,0.0,1.61,Lower-Middle,Low Spending
11051,Couple,77376.0,1,1,2014-10-05 00:00:00,72,492,19,110,16,12,12,4,0,0,0,0,0,0,2,Couple_WithChild,Small Family,661,0,6.2,3.0,4.71,2.83,2.56,2.56,Upper-Middle,Lower-Middle Spending
